"Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","CsMchSD","HsMchSD","CrMchSD","HrMchSD","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","Filename","Tree_ID","Sample","Filename_date","Timestamp","Comments","final_ID","Subplot","Filename_2018","Species","girdled","Year"
1,"12:51:59",137.5,0,8.97,0.106,250,2.14,1.99,26.11,6,1.42,1,2.84,25.26,26.11,25.05,412.04,400.26,11.84,14.366,35.9,43.55,500.4,2001,0,97.91,1.2,0.306,0.0906,0.00125,0.0731,0.00108,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190620","1EA1",2,"20190620",2019-06-20 12:50:08,"12:50:09 ; 2. 12:50:28 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
2,"12:51:59",138,0,8.99,0.106,250,2.13,1.99,26.12,6,1.42,1,2.84,25.26,26.12,25.05,412.07,400.26,11.842,14.363,35.9,43.54,500.4,2001,0,97.91,1.2,0.306,0.0906,0.00125,0.0731,0.00108,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190620","1EA1",2,"20190620",2019-06-20 12:50:08,"12:50:09 ; 2. 12:50:28 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
3,"12:52:00",138.5,0,9,0.106,249,2.13,1.99,26.12,6,1.42,1,2.84,25.26,26.12,25.05,412.07,400.26,11.843,14.359,35.9,43.53,500.4,2001,0,97.91,1.2,0.306,0.0906,0.00125,0.0731,0.00108,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190620","1EA1",2,"20190620",2019-06-20 12:50:08,"12:50:09 ; 2. 12:50:28 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
4,"12:52:01",139,0,9.01,0.106,249,2.13,1.99,26.12,6,1.42,1,2.84,25.26,26.12,25.05,412.1,400.27,11.844,14.356,35.91,43.53,500.4,2001,0,97.91,1.2,0.306,0.0906,0.00125,0.0731,0.00108,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190620","1EA1",2,"20190620",2019-06-20 12:50:08,"12:50:09 ; 2. 12:50:28 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
5,"12:52:01",140,0,9.03,0.105,248,2.12,1.99,26.11,6,1.42,1,2.84,25.26,26.11,25.05,412.12,400.27,11.842,14.345,35.9,43.49,500.3,2001,0,97.91,1.2,0.306,0.0906,0.00125,0.0731,0.00108,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190620","1EA1",2,"20190620",2019-06-20 12:50:08,"12:50:09 ; 2. 12:50:28 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
1,"14:20:28",22,0,5.24,0.0535,232,0.905,1.64,27,6,1.42,1,2.84,25.78,27,25.02,406.61,399.89,18.71,19.774,55.05,58.18,500.3,2000,0,97.99,-0.0233,0.607,0.135,0.00277,0.136,0.00497,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190806","1EA1",2,"20190806",2019-08-06 14:20:21,"14:20:23 ; ","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
2,"14:20:29",22.5,0,5.23,0.0535,232,0.906,1.64,27,6,1.42,1,2.84,25.78,27,25.03,406.59,399.88,18.711,19.775,55.05,58.19,500.3,2000,0,97.99,-0.0233,0.607,0.135,0.00277,0.136,0.00497,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190806","1EA1",2,"20190806",2019-08-06 14:20:21,"14:20:23 ; ","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
3,"14:20:30",23,0,5.21,0.0536,233,0.907,1.64,27,6,1.42,1,2.84,25.78,27,25.03,406.54,399.86,18.711,19.777,55.05,58.19,500.2,2000,0,97.99,-0.0233,0.607,0.135,0.00277,0.136,0.00497,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190806","1EA1",2,"20190806",2019-08-06 14:20:21,"14:20:23 ; ","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
4,"14:20:30",23.5,0,5.22,0.0537,233,0.908,1.64,27,6,1.42,1,2.84,25.78,27,25.03,406.56,399.86,18.71,19.778,55.05,58.19,500.2,2000,0,97.99,-0.0233,0.607,0.135,0.00277,0.136,0.00497,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190806","1EA1",2,"20190806",2019-08-06 14:20:21,"14:20:23 ; ","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
5,"14:20:31",24,0,5.25,0.0535,232,0.906,1.64,27.01,6,1.42,1,2.84,25.78,27.01,25.04,406.58,399.85,18.712,19.777,55.05,58.19,500.3,2000,0,97.99,-0.0233,0.607,0.135,0.00277,0.136,0.00497,1,-0.22,2.74,1,0,0.16,111115,"1EA1_02_20190806","1EA1",2,"20190806",2019-08-06 14:20:21,"14:20:23 ; ","1EA1","D01E","D01E_acru_can02_07222018","acru","N",2019
1,"12:58:21",109.5,0,7.01,0.0836,251,1.69,1.99,25.9,6,1.42,1,2.84,25.21,25.9,25.05,409.02,399.8,11.986,13.982,36.46,42.53,500.2,2001,0,97.92,1.21,0.305,0.163,0.000772,0.133,0.00136,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190620","1EA1",3,"20190620",2019-06-20 12:56:46,"12:56:48 ; ","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
2,"12:58:21",110.5,0,7.04,0.0835,251,1.69,1.99,25.91,6,1.42,1,2.84,25.21,25.91,25.05,409.02,399.77,11.985,13.98,36.46,42.53,500.3,2001,0,97.92,1.21,0.305,0.163,0.000772,0.133,0.00136,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190620","1EA1",3,"20190620",2019-06-20 12:56:46,"12:56:48 ; ","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
3,"12:58:22",111,0,7.06,0.0834,250,1.69,1.99,25.91,6,1.42,1,2.84,25.21,25.91,25.05,409.05,399.77,11.986,13.979,36.46,42.53,500.3,2001,0,97.92,1.21,0.305,0.163,0.000772,0.133,0.00136,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190620","1EA1",3,"20190620",2019-06-20 12:56:46,"12:56:48 ; ","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
4,"12:58:23",112,0,7.07,0.0842,251,1.68,1.97,25.8,6,1.42,1,2.84,25.2,25.8,25.05,409.05,399.76,11.988,13.977,36.47,42.52,500.4,2001,0,97.92,1.21,0.305,0.163,0.000772,0.133,0.00136,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190620","1EA1",3,"20190620",2019-06-20 12:56:46,"12:56:48 ; ","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
5,"12:58:24",113,0,7.09,0.0852,253,1.68,1.94,25.68,6,1.42,1,2.84,25.2,25.68,25.05,409.06,399.75,11.988,13.974,36.47,42.52,500.5,2001,0,97.92,1.21,0.305,0.163,0.000772,0.133,0.00136,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190620","1EA1",3,"20190620",2019-06-20 12:56:46,"12:56:48 ; ","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
1,"14:34:49",784,0,3.37,0.0362,240,0.694,1.84,28.09,6,1.42,1,2.84,25.9,28.09,25.04,404.38,400.01,19.281,20.096,56.35,58.73,500.2,1999,0,98.02,-0.318,0.61,0.879,0.00194,0.946,0.00182,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190806","1EA1",3,"20190806",2019-08-06 14:22:11,"14:22:12 ; 2. 14:22:33 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
2,"14:34:50",784.5,0,3.39,0.0362,238,0.692,1.84,28.08,6,1.42,1,2.84,25.9,28.08,25.04,404.39,399.99,19.282,20.095,56.35,58.73,500.2,1999,0,98.02,-0.318,0.61,0.879,0.00194,0.946,0.00182,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190806","1EA1",3,"20190806",2019-08-06 14:22:11,"14:22:12 ; 2. 14:22:33 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
3,"14:34:50",785,0,3.42,0.0362,237,0.692,1.84,28.08,6,1.42,1,2.84,25.9,28.08,25.04,404.39,399.95,19.279,20.093,56.35,58.73,500.2,1999,0,98.02,-0.318,0.61,0.879,0.00194,0.946,0.00182,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190806","1EA1",3,"20190806",2019-08-06 14:22:11,"14:22:12 ; 2. 14:22:33 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
4,"14:34:51",785.5,0,3.45,0.0363,236,0.694,1.84,28.08,6,1.42,1,2.84,25.9,28.08,25.04,404.39,399.93,19.277,20.093,56.34,58.72,500.2,1999,0,98.02,-0.318,0.61,0.879,0.00194,0.946,0.00182,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190806","1EA1",3,"20190806",2019-08-06 14:22:11,"14:22:12 ; 2. 14:22:33 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
5,"14:34:51",786,0,3.46,0.0362,235,0.693,1.84,28.08,6,1.42,1,2.84,25.9,28.08,25.04,404.4,399.92,19.278,20.092,56.34,58.72,500.2,1999,0,98.02,-0.318,0.61,0.879,0.00194,0.946,0.00182,0.7,-0.22,2.74,1,0,0.16,111115,"1EA1_03_20190806","1EA1",3,"20190806",2019-08-06 14:22:11,"14:22:12 ; 2. 14:22:33 Flow: Fixed -> 500 umol/s","1EA1","D01E","D01E_acru_can03_07222018","acru","N",2019
1,"11:17:38",744.5,0,7.77,0.0729,215,1.54,2.07,26.32,6,1.42,1,2.84,24.9,26.32,25.06,410.08,400.02,12.148,13.969,37.64,43.29,500.3,2000,0,97.92,-2.56,0.319,0.106,0.000911,0.0987,0.00246,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190620","1EA2",1,"20190620",2019-06-20 11:05:35,"11:05:58 ; 2. 11:06:22 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
2,"11:17:39",745.5,0,7.77,0.073,215,1.54,2.07,26.31,6,1.42,1,2.84,24.9,26.31,25.06,410.09,400.02,12.146,13.969,37.64,43.29,500.3,2000,0,97.92,-2.56,0.319,0.106,0.000911,0.0987,0.00246,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190620","1EA2",1,"20190620",2019-06-20 11:05:35,"11:05:58 ; 2. 11:06:22 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
3,"11:17:40",746.5,0,7.77,0.073,215,1.54,2.07,26.33,6,1.42,1,2.84,24.9,26.33,25.06,410.07,400.01,12.145,13.972,37.63,43.29,500.3,2000,0,97.92,-2.56,0.319,0.106,0.000911,0.0987,0.00246,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190620","1EA2",1,"20190620",2019-06-20 11:05:35,"11:05:58 ; 2. 11:06:22 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
4,"11:17:41",747.5,0,7.84,0.0729,214,1.55,2.08,26.35,6,1.42,1,2.84,24.89,26.35,25.06,410.15,400.01,12.144,13.971,37.63,43.3,500.3,2000,0,97.92,-2.56,0.319,0.106,0.000911,0.0987,0.00246,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190620","1EA2",1,"20190620",2019-06-20 11:05:35,"11:05:58 ; 2. 11:06:22 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
5,"11:17:42",748.5,0,7.89,0.0727,212,1.54,2.08,26.37,6,1.42,1,2.84,24.9,26.37,25.06,410.19,399.99,12.143,13.97,37.63,43.29,500.3,2000,0,97.92,-2.56,0.319,0.106,0.000911,0.0987,0.00246,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190620","1EA2",1,"20190620",2019-06-20 11:05:35,"11:05:58 ; 2. 11:06:22 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
1,"13:01:56",1296.5,0,7.87,0.0724,212,1.51,2.02,29.53,6,1.42,1,2.84,25.64,29.53,25.05,410.02,399.86,19.943,21.709,59.14,64.38,500.4,2000,0,97.94,2.24,0.587,0.157,0.00896,0.168,0.00998,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190806","1EA2",1,"20190806",2019-08-06 12:40:50,"12:40:51 ; 2. 12:41:12 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
2,"13:01:57",1297,0,7.87,0.0725,212,1.51,2.02,29.52,6,1.42,1,2.84,25.64,29.52,25.05,410.04,399.88,19.944,21.71,59.15,64.38,500.5,2000,0,97.94,2.24,0.587,0.157,0.00896,0.168,0.00998,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190806","1EA2",1,"20190806",2019-08-06 12:40:50,"12:40:51 ; 2. 12:41:12 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
3,"13:01:57",1297.5,0,7.86,0.0725,212,1.5,2.02,29.51,6,1.42,1,2.84,25.64,29.51,25.05,409.98,399.84,19.944,21.708,59.15,64.38,500.4,2000,0,97.94,2.24,0.587,0.157,0.00896,0.168,0.00998,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190806","1EA2",1,"20190806",2019-08-06 12:40:50,"12:40:51 ; 2. 12:41:12 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
4,"13:01:58",1298.5,0,7.8,0.0728,214,1.51,2.01,29.49,6,1.42,1,2.84,25.64,29.49,25.05,409.94,399.86,19.944,21.71,59.15,64.38,500.4,2000,0,97.94,2.24,0.587,0.157,0.00896,0.168,0.00998,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190806","1EA2",1,"20190806",2019-08-06 12:40:50,"12:40:51 ; 2. 12:41:12 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
5,"13:01:59",1299,0,7.81,0.0729,214,1.51,2.01,29.48,6,1.42,1,2.84,25.64,29.48,25.05,409.94,399.85,19.943,21.71,59.14,64.38,500.4,2000,0,97.94,2.24,0.587,0.157,0.00896,0.168,0.00998,1,-0.22,2.74,1,0,0.16,111115,"1EA2_01_20190806","1EA2",1,"20190806",2019-08-06 12:40:50,"12:40:51 ; 2. 12:41:12 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can04_07222018","acru","N",2019
1,"11:29:36",549,0,6.3,0.06,219,1.18,1.91,25.01,6,1.42,1,2.84,24.87,25.01,25.06,408.06,399.95,11.558,12.95,35.89,40.21,500.3,1999,0,97.94,-2.07,0.298,0.101,0.00434,0.105,0.00348,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190620","1EA2",2,"20190620",2019-06-20 11:20:44,"11:20:46 ; 2. 11:21:06 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
2,"11:29:37",549.5,0,6.32,0.0599,218,1.17,1.91,25.02,6,1.42,1,2.84,24.87,25.02,25.06,408.08,399.94,11.558,12.948,35.89,40.2,500.3,1999,0,97.94,-2.07,0.298,0.101,0.00434,0.105,0.00348,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190620","1EA2",2,"20190620",2019-06-20 11:20:44,"11:20:46 ; 2. 11:21:06 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
3,"11:29:37",550,0,6.35,0.0598,217,1.17,1.92,25.02,6,1.42,1,2.84,24.87,25.02,25.06,408.1,399.93,11.557,12.946,35.88,40.19,500.3,1999,0,97.94,-2.07,0.298,0.101,0.00434,0.105,0.00348,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190620","1EA2",2,"20190620",2019-06-20 11:20:44,"11:20:46 ; 2. 11:21:06 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
4,"11:29:38",550.5,0,6.38,0.0597,216,1.17,1.92,25.03,6,1.42,1,2.84,24.87,25.03,25.06,408.11,399.9,11.558,12.944,35.89,40.19,500.3,1999,0,97.94,-2.07,0.298,0.101,0.00434,0.105,0.00348,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190620","1EA2",2,"20190620",2019-06-20 11:20:44,"11:20:46 ; 2. 11:21:06 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
5,"11:29:38",551.5,0,6.39,0.0595,215,1.17,1.92,25.03,6,1.42,1,2.84,24.87,25.03,25.06,408.15,399.92,11.558,12.94,35.88,40.17,500.4,1999,0,97.94,-2.07,0.298,0.101,0.00434,0.105,0.00348,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190620","1EA2",2,"20190620",2019-06-20 11:20:44,"11:20:46 ; 2. 11:21:06 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
1,"13:11:10",481.5,0,9.12,0.0904,226,1.37,1.49,27.13,6,1.42,1,2.84,25.71,27.13,25.04,411.65,400.05,20.008,21.616,59.07,63.82,500.3,2000,0,97.94,0.516,0.601,1.55,0.00307,1.62,0.0028,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190806","1EA2",2,"20190806",2019-08-06 13:03:26,"13:03:29 ; 2. 13:03:49 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
2,"13:11:10",482,0,9.11,0.0906,227,1.37,1.49,27.12,6,1.42,1,2.84,25.71,27.12,25.04,411.62,400.04,20.006,21.617,59.07,63.83,500.3,2000,0,97.94,0.516,0.601,1.55,0.00307,1.62,0.0028,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190806","1EA2",2,"20190806",2019-08-06 13:03:26,"13:03:29 ; 2. 13:03:49 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
3,"13:11:11",482.5,0,9.13,0.0905,226,1.37,1.49,27.12,6,1.42,1,2.84,25.71,27.12,25.04,411.64,400.03,20.008,21.618,59.08,63.83,500.3,2000,0,97.94,0.516,0.601,1.55,0.00307,1.62,0.0028,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190806","1EA2",2,"20190806",2019-08-06 13:03:26,"13:03:29 ; 2. 13:03:49 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
4,"13:11:12",483,0,9.17,0.0907,226,1.37,1.49,27.11,6,1.42,1,2.84,25.71,27.11,25.04,411.68,400.03,20.006,21.618,59.07,63.83,500.3,2000,0,97.94,0.516,0.601,1.55,0.00307,1.62,0.0028,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190806","1EA2",2,"20190806",2019-08-06 13:03:26,"13:03:29 ; 2. 13:03:49 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
5,"13:11:12",483.5,0,9.17,0.0908,226,1.38,1.49,27.11,6,1.42,1,2.84,25.71,27.11,25.04,411.67,400.02,20.005,21.618,59.06,63.83,500.3,2000,0,97.94,0.516,0.601,1.55,0.00307,1.62,0.0028,1,-0.22,2.74,1,0,0.16,111115,"1EA2_02_20190806","1EA2",2,"20190806",2019-08-06 13:03:26,"13:03:29 ; 2. 13:03:49 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can05_07222018","acru","N",2019
1,"11:39:26",307.5,0,6.46,0.053,192,1.13,2.08,25.74,6,1.42,1,2.84,24.99,25.74,25.06,408.42,400.12,11.379,12.717,35.07,39.19,500.4,1999,0,97.93,-1.62,0.29,0.045,0.00312,0.0338,0.0024,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_03_20190620","1EA2",3,"20190620",2019-06-20 11:34:59,"11:35:01 ; 2. 11:35:21 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can06_07222018","acru","N",2019
2,"11:39:26",308,0,6.42,0.053,193,1.13,2.08,25.74,6,1.42,1,2.84,24.99,25.74,25.06,408.36,400.13,11.379,12.717,35.07,39.19,500.4,1999,0,97.93,-1.62,0.29,0.045,0.00312,0.0338,0.0024,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_03_20190620","1EA2",3,"20190620",2019-06-20 11:34:59,"11:35:01 ; 2. 11:35:21 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can06_07222018","acru","N",2019
3,"11:39:27",308.5,0,6.38,0.0531,194,1.13,2.08,25.74,6,1.42,1,2.84,24.99,25.74,25.06,408.31,400.12,11.378,12.717,35.07,39.19,500.3,1999,0,97.93,-1.62,0.29,0.045,0.00312,0.0338,0.0024,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_03_20190620","1EA2",3,"20190620",2019-06-20 11:34:59,"11:35:01 ; 2. 11:35:21 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can06_07222018","acru","N",2019
4,"11:39:28",309,0,6.37,0.0531,195,1.13,2.08,25.74,6,1.42,1,2.84,24.99,25.74,25.06,408.29,400.11,11.377,12.717,35.06,39.19,500.2,1999,0,97.93,-1.62,0.29,0.045,0.00312,0.0338,0.0024,0.7,-0.22,2.74,1,0,0.16,111115,"1EA2_03_20190620","1EA2",3,"20190620",2019-06-20 11:34:59,"11:35:01 ; 2. 11:35:21 Flow: Fixed -> 500 umol/s","1EA2","D01E","D01E_acru_can06_07222018","acru","N",2019
